"studyid","species","int_type","spp","phenovalue","spptrends.fromstan","lmfits","doybydec","doybydec.lm","doybedec.notype","doybydec.notype"
"HMK042","Acrocephalus arundinaceus","competition","spp1",29,-0.69957137359002,-0.762150174407931,-6.9957137359002,-7.62150174407931,-6.73504161086174,-6.73504161086174
"HMK039","Guillemots spp.","competition","spp1",23,0.768939418603798,0.275554370226693,7.68939418603798,2.75554370226693,1.23731694190036,1.23731694190036
"HMK018","Pygoscelis adeliae","competition","spp1",27,0.545125525851727,0.106165339759035,5.45125525851727,1.06165339759035,0.170303083248787,0.170303083248787
"HMK032","Asterionella spp.","herbivory","spp1",26,0.272115478538795,-0.116447837383463,2.72115478538795,-1.16447837383463,-1.52847645848495,-1.52847645848495
"HMK029","Diatom1 spp.","herbivory","spp1",25,-0.177317635593352,-0.405226578022315,-1.77317635593352,-4.05226578022315,-3.89999087543571,-3.89999087543571
"HMK031","Diatom2 spp.","herbivory","spp1",25,0.733399454128191,0.200621956521759,7.33399454128191,2.00621956521759,0.561816450309179,0.561816450309179
"HMK036","Diatom3 spp.","herbivory","spp1",30,2.86294349556174,1.35139260869562,28.6294349556174,13.5139260869562,12.1429142675523,12.1429142675523
"HMK037","Diatom4 spp.","herbivory","spp1",96,-0.164877859781372,-0.395568598768134,-1.64877859781372,-3.95568598768134,-3.86642908331881,-3.86642908331881
"HMK011","Epirrita autumnata","herbivory","spp1",14,-0.168358498050066,-0.442950406227386,-1.68358498050066,-4.42950406227386,-4.03391293665757,-4.03391293665757
"HMK019","Phytoplankton1 spp.","herbivory","spp1",37,0.209485047198649,0.364835164835172,2.09485047198649,3.64835164835172,-1.48202473729673,-1.48202473729673
"HMK034","Phytoplankton2 spp.","herbivory","spp1",14,0.576122127289589,0.178439912684556,5.76122127289589,1.78439912684556,0.175692725738144,0.175692725738144
"HMK030","Plant2 spp.","herbivory","spp1",10,0.207172054240214,-0.164597617288041,2.07172054240214,-1.64597617288041,-1.77087267875756,-1.77087267875756
"HMK004","Quercus spp.","herbivory","spp1",7,-0.479307247325053,-0.408375065002576,-4.79307247325053,-4.08375065002576,-4.61959616828678,-4.61959616828678
"HMK027","Quercus2 robur","herbivory","spp1",34,0.479854260871903,0.514579734219268,4.79854260871903,5.14579734219268,-0.951746162278177,-0.951746162278177
"HMK048","Quercus3 robur","herbivory","spp1",17,-0.763368582496445,-0.769567230255838,-7.63368582496445,-7.69567230255838,-6.81900163267939,-6.81900163267939
"HMK023","Bombus spp.","pollination","spp1",14,-0.840025825143476,-0.8630153155848,-8.40025825143476,-8.630153155848,-7.38634183162222,-7.38634183162222
"HMK008","Castilleja tenuiflora","pollination","spp1",19,0.433779290054577,0.721978021978037,4.33779290054577,7.21978021978037,-0.219677613745955,-0.219677613745955
"HMK008","Delphinium nuttallianum","pollination","spp1",30,-0.455480720543673,-0.713559405940539,-4.55480720543673,-7.13559405940539,-5.26660856657901,-5.26660856657901
"HMK008","Erythronium grandiflorum","pollination","spp1",28,0.058433018452032,-0.248595959359862,0.58433018452032,-2.48595959359862,-2.58708844181098,-2.58708844181098
"HMK033","Plant3 spp.","pollination","spp1",19,1.43041390772389,0.724558974358965,14.3041390772389,7.24558974358965,4.51126561248852,4.51126561248852
"HMK035","Acartia hudsonica","predation","spp1",8,-1.089117048142,-1.11313246153846,-10.89117048142,-11.1313246153846,-8.73847560073116,-8.73847560073116
"EMW001","Acartia tonsa","predation","spp1",6,0.247197825932624,-0.131793040293041,2.47197825932624,-1.31793040293041,-1.69390351353257,-1.69390351353257
"SET005","Ammodytes marinus","predation","spp1",120,-0.706146224014591,-0.696012315376935,-7.06146224014591,-6.96012315376935,-6.59715837194606,-6.59715837194606
"HMK043","Copepod2 spp.","predation","spp1",27,-0.426269893653921,-0.571686488770434,-4.26269893653921,-5.71686488770434,-5.34873446018176,-5.34873446018176
"HMK016","Engraulis japonicus","predation","spp1",11,-0.951704161881433,-0.960304145299162,-9.51704161881433,-9.60304145299162,-7.96175755260817,-7.96175755260817
"HMK038","Ficedula2 albicollis","predation","spp1",26,-0.862620210300048,-0.881069699999999,-8.62620210300048,-8.81069699999999,-7.25971092323109,-7.25971092323109
"HMK028","Operophtera brumata","predation","spp1",32,0.359299175674039,-0.00596880978865152,3.59299175674039,-0.0596880978865152,-0.912031776601794,-0.912031776601794
"HMK038","Parus caeruleus","predation","spp1",26,-1.00391619590985,-0.840140362211729,-10.0391619590985,-8.40140362211729,-8.16352365765512,-8.16352365765512
"HMK038","Parus3 major","predation","spp1",26,-0.292289322321019,-1.50021650055365,-2.92289322321019,-15.0021650055365,-5.60606298585296,-5.60606298585296
"HMK038","Sitta europaea","predation","spp1",26,-0.070664906753077,-1.02194901098901,-0.70664906753077,-10.2194901098901,-4.55761519413925,-4.55761519413925
"HMK042","Acrocephalus scirpaceus","competition","spp2",29,-0.149444486537121,-0.439121807065217,-1.49444486537121,-4.39121807065217,-4.24464054430305,-4.24464054430305
"HMK018","Pygoscelis antarcticus","competition","spp2",10,-0.214584215140081,-0.453016366177492,-2.14584215140082,-4.53016366177492,-4.50443065568968,-4.50443065568968
"HMK018","Pygoscelis papua","competition","spp2",27,0.278584583041559,-0.193770436260384,2.78584583041559,-1.93770436260384,-2.05045245479824,-2.05045245479824
"HMK039","Rissa1 tridactyla","competition","spp2",23,-0.0023211067489246,-0.339953162393162,-0.023211067489246,-3.39953162393162,-3.35456542351071,-3.35456542351071
"HMK027","Caterpillar spp.","herbivory","spp2",34,0.886241601323053,0.293180739130447,8.86241601323053,2.93180739130447,1.30390967664789,1.30390967664789
"HMK048","Caterpillar2 spp.","herbivory","spp2",17,-0.771039975529933,-0.762029743589746,-7.71039975529933,-7.62029743589746,-7.17347532404186,-7.17347532404186
"HMK036","Copepod1 spp.","herbivory","spp2",30,0.899150243587584,0.342474308300416,8.99150243587584,3.42474308300416,1.24007861570038,1.24007861570038
"HMK034","Cyclops vicinus","herbivory","spp2",14,-0.685490758896817,-0.740569527013609,-6.85490758896817,-7.40569527013609,-6.74405917082795,-6.74405917082795
"HMK032","Daphnia hyalina-galeata","herbivory","spp2",26,0.229085466930036,-0.215780839673312,2.29085466930036,-2.15780839673312,-2.28044527090073,-2.28044527090073
"HMK029","Daphnia pulicaria","herbivory","spp2",25,-1.95428494756111,-1.69572166323193,-19.5428494756111,-16.9572166323193,-13.2222701825084,-13.2222701825084
"HMK031","Daphnia1 spp.","herbivory","spp2",25,-1.41024720871376,-1.19383720396549,-14.1024720871376,-11.9383720396549,-10.4111630245888,-10.4111630245888
"HMK037","Daphnia2 spp.","herbivory","spp2",27,-0.0299358168558507,-0.356399997454411,-0.299358168558507,-3.56399997454411,-3.55714755356424,-3.55714755356424
"HMK019","Daphnia3 spp.","herbivory","spp2",37,-0.107437213375996,-0.353305682421666,-1.07437213375996,-3.53305682421666,-4.13104581834567,-4.13104581834567
"HMK037","Keratella2 cochlearis","herbivory","spp2",32,0.245827409222134,-0.170304273504273,2.45827409222134,-1.70304273504273,-2.07003432448814,-2.07003432448814
"HMK037","Leptodiaptomus ashlandi","herbivory","spp2",37,0.275887092120184,-0.19260583145668,2.75887092120184,-1.9260583145668,-2.06422732485957,-2.06422732485957
"HMK011","Poecile montanus","herbivory","spp2",14,-0.253815163208885,-0.485972065852361,-2.53815163208885,-4.85972065852361,-4.77439315775519,-4.77439315775519
"HMK030","Rangifer2 tarandus","herbivory","spp2",10,0.218003555127342,-0.228230258842689,2.18003555127342,-2.28230258842689,-2.35199474726381,-2.35199474726381
"HMK004","Tortrix viridana","herbivory","spp2",7,0.209786403671435,-0.193936752136753,2.09786403671435,-1.93936752136753,-2.34676119799131,-2.34676119799131
"HMK023","Corydalis ambigua","pollination","spp2",14,-0.118129106288378,-0.374399548592668,-1.18129106288378,-3.74399548592668,-4.17981115862617,-4.17981115862617
"HMK008","Selasphorus platycercus","pollination","spp2",77,-0.246091122048156,-0.477487225760793,-2.46091122048156,-4.77487225760793,-4.58899344844935,-4.58899344844935
"HMK033","Syrphid spp.","pollination","spp2",19,-0.143724977414594,-0.465760260869667,-1.43724977414594,-4.65760260869668,-3.84920500482333,-3.84920500482333
"HMK048","Accipiter nisus","predation","spp2",64,-0.359075129325692,-0.538059369441225,-3.59075129325692,-5.38059369441225,-5.16641868869945,-5.16641868869945
"SET005","Alca torda","predation","spp2",24,-0.705628786643104,-0.986694059405928,-7.05628786643104,-9.86694059405928,-6.8514144805385,-6.8514144805385
"HMK043","Beroe gracilis","predation","spp2",27,-0.306980446019451,-1.60753333333332,-3.06980446019451,-16.0753333333332,-4.51463975332699,-4.51463975332699
"HMK016","Cerorhinca monocerata","predation","spp2",11,0.303657076328789,-0.122158986539902,3.03657076328789,-1.22158986539902,-1.79156554719933,-1.79156554719933
"HMK048","Ficedula hypoleuca","predation","spp2",19,-2.76820744019886,-2.15384385282679,-27.6820744019886,-21.5384385282679,-17.355237481791,-17.355237481791
